CV_ID,Resume_Text,Skills,Education,Experience_Years,Job_ID,Job_Title,Required_Skills_For_The_Job,Job_Fit_Score,Outcome
cv2121,"Experienced professional skilled in Project Management, Node.js, Communication, Scrum, SQL.","Project Management, Node.js, Communication, Scrum, SQL",M.Tech,6,Job_39,Data Scientist,"C++, SQL, Java, Scrum",0.54,Shortlisted
cv2122,"Experienced professional skilled in Leadership, Deep Learning, SQL, React.","Leadership, Deep Learning, SQL, React",M.Sc,4,Job_463,Data Scientist,"Machine Learning, Scrum",0.16,Rejected
cv2123,"Experienced professional skilled in Agile, Deep Learning, C++, React, Project Management.","Agile, Deep Learning, C++, React, Project Management",MBA,13,Job_212,Frontend Developer,"C++, Python",0.7,Shortlisted
cv2124,"Experienced professional skilled in Java, Communication, Agile, Deep Learning, C++.","Java, Communication, Agile, Deep Learning, C++",MBA,5,Job_462,Machine Learning Engineer,"React, SQL",0.2,Rejected
cv2125,"Experienced professional skilled in Node.js, Java, Scrum, Leadership, C++, Communication.","Node.js, Java, Scrum, Leadership, C++, Communication",MBA,7,Job_207,Project Manager,"Communication, Deep Learning, SQL, Python",0.43,Rejected
cv2126,"Experienced professional skilled in Leadership, Python, Java, Project Management, React.","Leadership, Python, Java, Project Management, React",M.Sc,11,Job_16,Backend Developer,"Leadership, SQL, React, Deep Learning",0.7,Shortlisted
cv2127,"Experienced professional skilled in Node.js, Machine Learning, SQL, Project Management, Scrum, React.","Node.js, Machine Learning, SQL, Project Management, Scrum, React",B.Sc,1,Job_140,Frontend Developer,"SQL, Leadership, C++, Project Management, Node.js",0.4,Rejected
cv2128,"Experienced professional skilled in Deep Learning, Agile, C++, Communication, Scrum, Python.","Deep Learning, Agile, C++, Communication, Scrum, Python",MBA,6,Job_209,Machine Learning Engineer,"Agile, Deep Learning, SQL, Leadership, Communication",0.6,Shortlisted
cv2129,"Experienced professional skilled in Project Management, Machine Learning, Communication, Python.","Project Management, Machine Learning, Communication, Python",B.Tech,10,Job_264,Project Manager,"C++, Communication, Java, SQL, Agile",0.52,Shortlisted
cv2130,"Experienced professional skilled in Machine Learning, Deep Learning, Agile.","Machine Learning, Deep Learning, Agile",B.Sc,7,Job_114,Backend Developer,"C++, SQL, Scrum, Agile",0.43,Rejected
cv2131,"Experienced professional skilled in React, Project Management, Java, SQL, Machine Learning.","React, Project Management, Java, SQL, Machine Learning",MBA,3,Job_308,Machine Learning Engineer,"Project Management, Machine Learning, Python, Node.js, Agile",0.36,Rejected
cv2132,"Experienced professional skilled in Python, Project Management, C++, Machine Learning, Communication.","Python, Project Management, C++, Machine Learning, Communication",B.Tech,5,Job_66,Data Scientist,"Deep Learning, Agile, Machine Learning, Communication, Leadership",0.44,Rejected
cv2133,"Experienced professional skilled in Agile, SQL, Machine Learning, Python, Scrum, React.","Agile, SQL, Machine Learning, Python, Scrum, React",MBA,9,Job_423,Frontend Developer,"Python, Leadership, Agile",0.76,Hired
cv2134,"Experienced professional skilled in SQL, Python, Agile, C++.","SQL, Python, Agile, C++",M.Sc,7,Job_304,Project Manager,"React, Deep Learning, Node.js, Agile, Python",0.52,Shortlisted
cv2135,"Experienced professional skilled in Node.js, React, Communication, Scrum.","Node.js, React, Communication, Scrum",B.Sc,5,Job_48,Project Manager,"Project Management, Leadership, Node.js",0.4,Rejected
cv2136,"Experienced professional skilled in SQL, Scrum, Deep Learning, Machine Learning, Java, Node.js.","SQL, Scrum, Deep Learning, Machine Learning, Java, Node.js",B.Sc,8,Job_253,Data Scientist,"Communication, Deep Learning, Scrum",0.72,Shortlisted
cv2137,"Experienced professional skilled in Leadership, Deep Learning, React, Scrum.","Leadership, Deep Learning, React, Scrum",M.Tech,8,Job_147,Frontend Developer,"Project Management, Python, Leadership, C++, Scrum",0.56,Shortlisted
cv2138,"Experienced professional skilled in C++, Python, Java.","C++, Python, Java",B.Tech,9,Job_120,Data Scientist,"Scrum, Java, Machine Learning, Communication",0.51,Shortlisted
cv2139,"Experienced professional skilled in Scrum, React, C++, Java.","Scrum, React, C++, Java",B.Sc,5,Job_126,Backend Developer,"Communication, Agile, Scrum, Leadership",0.35,Rejected
cv2140,"Experienced professional skilled in Python, Agile, Communication, C++.","Python, Agile, Communication, C++",M.Tech,7,Job_317,Data Scientist,"Agile, C++, Deep Learning, Machine Learning",0.58,Shortlisted
cv2141,"Experienced professional skilled in Deep Learning, Scrum, C++, Node.js, React.","Deep Learning, Scrum, C++, Node.js, React",B.Sc,12,Job_206,Frontend Developer,"Node.js, Python, Machine Learning, Project Management",0.55,Shortlisted
cv2142,"Experienced professional skilled in Java, SQL, Python.","Java, SQL, Python",M.Sc,7,Job_408,Software Engineer,"Project Management, C++, Python, Leadership",0.43,Rejected
cv2143,"Experienced professional skilled in Deep Learning, Python, Node.js, Scrum, Agile, Leadership.","Deep Learning, Python, Node.js, Scrum, Agile, Leadership",MBA,1,Job_58,Frontend Developer,"C++, Project Management, Leadership, Node.js, Agile",0.4,Rejected
cv2144,"Experienced professional skilled in Deep Learning, SQL, React, Node.js, Java.","Deep Learning, SQL, React, Node.js, Java",MBA,6,Job_190,Data Scientist,"React, Scrum, Leadership, C++",0.39,Rejected
cv2145,"Experienced professional skilled in Python, React, Node.js, Java, C++, Scrum.","Python, React, Node.js, Java, C++, Scrum",M.Tech,6,Job_467,Backend Developer,"Agile, Leadership",0.24,Rejected
cv2146,"Experienced professional skilled in Agile, Java, Machine Learning.","Agile, Java, Machine Learning",MBA,7,Job_14,Data Scientist,"Node.js, Project Management, Machine Learning, Java, React",0.52,Shortlisted
cv2147,"Experienced professional skilled in Machine Learning, SQL, Python.","Machine Learning, SQL, Python",M.Tech,15,Job_406,Machine Learning Engineer,"Python, Java, Node.js, Scrum, SQL",0.64,Shortlisted
cv2148,"Experienced professional skilled in Scrum, Leadership, Machine Learning, Agile, React.","Scrum, Leadership, Machine Learning, Agile, React",M.Tech,10,Job_451,Project Manager,"Machine Learning, Project Management",0.7,Shortlisted
cv2149,"Experienced professional skilled in Project Management, Leadership, Scrum, Python, React, Node.js.","Project Management, Leadership, Scrum, Python, React, Node.js",B.Sc,15,Job_382,Software Engineer,"C++, Leadership, Project Management, Scrum, Deep Learning",0.76,Hired
cv2150,"Experienced professional skilled in SQL, Leadership, Machine Learning, Python, Communication.","SQL, Leadership, Machine Learning, Python, Communication",M.Sc,5,Job_52,Machine Learning Engineer,"C++, Scrum, Node.js, Java, Python",0.32,Rejected
cv2151,"Experienced professional skilled in Communication, Scrum, Leadership, React, Python, Project Management.","Communication, Scrum, Leadership, React, Python, Project Management",B.Tech,5,Job_404,Project Manager,"Agile, SQL",0.2,Rejected
cv2152,"Experienced professional skilled in C++, Java, Deep Learning, Communication, Agile, Machine Learning.","C++, Java, Deep Learning, Communication, Agile, Machine Learning",B.Tech,2,Job_215,Backend Developer,"Machine Learning, C++, Node.js, Project Management",0.38,Rejected
cv2153,"Experienced professional skilled in Python, Project Management, Node.js, Deep Learning, Communication.","Python, Project Management, Node.js, Deep Learning, Communication",M.Sc,10,Job_404,Project Manager,"React, Communication, Scrum, Java, SQL",0.52,Shortlisted
cv2154,"Experienced professional skilled in React, Node.js, Communication, Java, Agile.","React, Node.js, Communication, Java, Agile",B.Sc,13,Job_18,Project Manager,"Java, Communication, SQL",0.8,Hired
cv2155,"Experienced professional skilled in Leadership, Project Management, Deep Learning, Scrum, React, C++.","Leadership, Project Management, Deep Learning, Scrum, React, C++",B.Tech,15,Job_114,Project Manager,"SQL, Java, Machine Learning",0.4,Rejected
cv2156,"Experienced professional skilled in Java, Scrum, Communication, Machine Learning.","Java, Scrum, Communication, Machine Learning",MBA,12,Job_229,Frontend Developer,"Python, Java, Agile, SQL",0.55,Shortlisted
cv2157,"Experienced professional skilled in Machine Learning, Project Management, C++, SQL, Deep Learning, Agile.","Machine Learning, Project Management, C++, SQL, Deep Learning, Agile",MBA,13,Job_29,Data Scientist,"React, SQL, Node.js",0.6,Shortlisted
cv2158,"Experienced professional skilled in SQL, Scrum, Communication, Node.js, Project Management.","SQL, Scrum, Communication, Node.js, Project Management",M.Sc,9,Job_488,Software Engineer,"Python, Agile, Node.js",0.56,Shortlisted
cv2159,"Experienced professional skilled in C++, Communication, Node.js, Scrum, Leadership, Machine Learning.","C++, Communication, Node.js, Scrum, Leadership, Machine Learning",M.Sc,14,Job_65,Backend Developer,"Node.js, Agile",0.7,Shortlisted
cv2160,"Experienced professional skilled in Machine Learning, C++, SQL, Node.js, Java.","Machine Learning, C++, SQL, Node.js, Java",B.Tech,7,Job_198,Project Manager,"Node.js, Project Management",0.58,Shortlisted
cv2161,"Experienced professional skilled in C++, Deep Learning, Python.","C++, Deep Learning, Python",MBA,10,Job_271,Software Engineer,"Communication, SQL",0.4,Rejected
cv2162,"Experienced professional skilled in Node.js, Machine Learning, Java, Scrum.","Node.js, Machine Learning, Java, Scrum",B.Sc,13,Job_306,Project Manager,"Agile, Python",0.4,Rejected
cv2163,"Experienced professional skilled in Project Management, Node.js, Scrum, Python, Communication.","Project Management, Node.js, Scrum, Python, Communication",MBA,10,Job_187,Software Engineer,"Project Management, Deep Learning, Agile, Communication, Node.js",0.76,Hired
cv2164,"Experienced professional skilled in C++, Python, SQL, Agile.","C++, Python, SQL, Agile",B.Tech,1,Job_62,Software Engineer,"Machine Learning, Python",0.34,Rejected
cv2165,"Experienced professional skilled in Node.js, Scrum, React, C++, Java.","Node.js, Scrum, React, C++, Java",MBA,12,Job_224,Machine Learning Engineer,"Java, Agile, Node.js, SQL, Deep Learning",0.64,Shortlisted
cv2166,"Experienced professional skilled in Communication, C++, Project Management.","Communication, C++, Project Management",B.Tech,13,Job_449,Machine Learning Engineer,"Machine Learning, Python",0.4,Rejected
cv2167,"Experienced professional skilled in Machine Learning, Node.js, Python, Leadership.","Machine Learning, Node.js, Python, Leadership",MBA,10,Job_375,Backend Developer,"Node.js, Deep Learning, Scrum, Agile, C++",0.52,Shortlisted
cv2168,"Experienced professional skilled in Python, React, Agile.","Python, React, Agile",B.Sc,3,Job_228,Machine Learning Engineer,"Machine Learning, SQL",0.12,Rejected
cv2169,"Experienced professional skilled in Agile, Scrum, Project Management, Node.js.","Agile, Scrum, Project Management, Node.js",M.Sc,15,Job_192,Software Engineer,"Java, SQL, Communication, Agile, Scrum",0.64,Shortlisted
cv2170,"Experienced professional skilled in Communication, Java, Scrum, Deep Learning, Python.","Communication, Java, Scrum, Deep Learning, Python",MBA,5,Job_403,Software Engineer,"Agile, Java, Python",0.6,Shortlisted
cv2171,"Experienced professional skilled in Java, Machine Learning, Leadership.","Java, Machine Learning, Leadership",M.Tech,10,Job_185,Backend Developer,"Communication, React, Deep Learning, Python, Machine Learning",0.52,Shortlisted
cv2172,"Experienced professional skilled in Scrum, Communication, Node.js.","Scrum, Communication, Node.js",B.Sc,9,Job_99,Backend Developer,"Project Management, Agile, Node.js, C++, Deep Learning",0.48,Rejected
cv2173,"Experienced professional skilled in React, Project Management, Python, Scrum, SQL.","React, Project Management, Python, Scrum, SQL",M.Sc,14,Job_454,Machine Learning Engineer,"React, Agile",0.7,Shortlisted
cv2174,"Experienced professional skilled in SQL, Java, C++, Project Management, React.","SQL, Java, C++, Project Management, React",M.Sc,8,Job_476,Frontend Developer,"Node.js, Java, Leadership, C++",0.62,Shortlisted
cv2175,"Experienced professional skilled in Scrum, Machine Learning, Node.js, Java.","Scrum, Machine Learning, Node.js, Java",M.Tech,13,Job_281,Data Scientist,"Deep Learning, Python, Java",0.6,Shortlisted
cv2176,"Experienced professional skilled in Scrum, Node.js, Project Management.","Scrum, Node.js, Project Management",MBA,13,Job_53,Software Engineer,"React, Scrum",0.7,Shortlisted
cv2177,"Experienced professional skilled in Deep Learning, Java, Agile.","Deep Learning, Java, Agile",M.Sc,6,Job_19,Project Manager,"Java, Deep Learning",0.84,Hired
cv2178,"Experienced professional skilled in Leadership, Scrum, Python.","Leadership, Scrum, Python",M.Tech,11,Job_6,Machine Learning Engineer,"Project Management, Python",0.7,Shortlisted
cv2179,"Experienced professional skilled in Node.js, Agile, Java.","Node.js, Agile, Java",B.Sc,6,Job_188,Project Manager,"Project Management, Agile, Java",0.64,Shortlisted
cv2180,"Experienced professional skilled in Deep Learning, Leadership, SQL, Machine Learning.","Deep Learning, Leadership, SQL, Machine Learning",B.Sc,1,Job_434,Software Engineer,"Scrum, React",0.04,Rejected
cv2181,"Experienced professional skilled in Agile, SQL, Python, Communication, Scrum, Node.js.","Agile, SQL, Python, Communication, Scrum, Node.js",M.Tech,12,Job_202,Data Scientist,"Communication, Leadership",0.7,Shortlisted
cv2182,"Experienced professional skilled in SQL, Machine Learning, Node.js.","SQL, Machine Learning, Node.js",M.Sc,11,Job_247,Machine Learning Engineer,"Agile, Communication, C++",0.4,Rejected
cv2183,"Experienced professional skilled in Project Management, React, Python, Java, Communication, SQL.","Project Management, React, Python, Java, Communication, SQL",M.Tech,12,Job_82,Backend Developer,"React, Project Management, Deep Learning, C++, Agile",0.64,Shortlisted
cv2184,"Experienced professional skilled in React, Node.js, Java, Scrum.","React, Node.js, Java, Scrum",M.Sc,7,Job_184,Machine Learning Engineer,"Machine Learning, Python, Agile",0.28,Rejected
cv2185,"Experienced professional skilled in Project Management, Scrum, Deep Learning, Leadership, React, Node.js.","Project Management, Scrum, Deep Learning, Leadership, React, Node.js",B.Tech,3,Job_190,Software Engineer,"SQL, Agile, Communication, Deep Learning",0.27,Rejected
cv2186,"Experienced professional skilled in Node.js, Project Management, Python, Deep Learning.","Node.js, Project Management, Python, Deep Learning",M.Sc,9,Job_258,Software Engineer,"Scrum, Communication, React",0.36,Rejected
cv2187,"Experienced professional skilled in Scrum, Agile, Node.js, Leadership.","Scrum, Agile, Node.js, Leadership",B.Sc,4,Job_8,Data Scientist,"Leadership, Node.js, Project Management",0.56,Shortlisted
cv2188,"Experienced professional skilled in Machine Learning, Project Management, Leadership.","Machine Learning, Project Management, Leadership",B.Tech,3,Job_349,Frontend Developer,"SQL, Python, Agile, Deep Learning",0.12,Rejected
cv2189,"Experienced professional skilled in Project Management, React, Leadership, Machine Learning.","Project Management, React, Leadership, Machine Learning",B.Sc,7,Job_368,Backend Developer,"Machine Learning, Java, Python, C++, Agile",0.4,Rejected
cv2190,"Experienced professional skilled in SQL, Communication, Deep Learning, Machine Learning, Python, C++.","SQL, Communication, Deep Learning, Machine Learning, Python, C++",MBA,3,Job_98,Frontend Developer,"React, C++, Machine Learning, Agile",0.42,Rejected
cv2191,"Experienced professional skilled in Communication, SQL, Node.js.","Communication, SQL, Node.js",M.Sc,10,Job_63,Data Scientist,"React, SQL, Python, Leadership, Java",0.52,Shortlisted
cv2192,"Experienced professional skilled in Scrum, Agile, Project Management, Deep Learning, Node.js, Java.","Scrum, Agile, Project Management, Deep Learning, Node.js, Java",B.Tech,10,Job_237,Software Engineer,"Deep Learning, Project Management, Python, Machine Learning, Scrum",0.76,Hired
cv2193,"Experienced professional skilled in SQL, Java, Deep Learning.","SQL, Java, Deep Learning",M.Tech,12,Job_254,Data Scientist,"Java, Leadership, Node.js, React",0.55,Shortlisted
cv2194,"Experienced professional skilled in Python, Scrum, Node.js, SQL.","Python, Scrum, Node.js, SQL",MBA,1,Job_500,Data Scientist,"Communication, Python, Leadership",0.24,Rejected
cv2195,"Experienced professional skilled in Machine Learning, Communication, Scrum, Node.js, Project Management, Deep Learning.","Machine Learning, Communication, Scrum, Node.js, Project Management, Deep Learning",M.Sc,3,Job_233,Project Manager,"C++, Machine Learning",0.42,Rejected
cv2196,"Experienced professional skilled in Python, React, Leadership, Deep Learning, C++.","Python, React, Leadership, Deep Learning, C++",B.Sc,4,Job_181,Frontend Developer,"C++, Leadership, SQL, Node.js",0.46,Rejected
cv2197,"Experienced professional skilled in Machine Learning, React, Communication, Scrum, Leadership.","Machine Learning, React, Communication, Scrum, Leadership",MBA,3,Job_184,Software Engineer,"Scrum, SQL",0.42,Rejected
cv2198,"Experienced professional skilled in Java, Communication, Python, Scrum, Agile.","Java, Communication, Python, Scrum, Agile",MBA,4,Job_159,Machine Learning Engineer,"Python, React, Project Management, Communication, C++",0.4,Rejected
cv2199,"Experienced professional skilled in React, Scrum, C++.","React, Scrum, C++",B.Sc,10,Job_270,Project Manager,"C++, React",1,Hired
cv2200,"Experienced professional skilled in Communication, SQL, Machine Learning, Leadership.","Communication, SQL, Machine Learning, Leadership",B.Sc,7,Job_130,Software Engineer,"Communication, Machine Learning, Agile",0.68,Shortlisted
cv2201,"Experienced professional skilled in Java, Communication, C++, Scrum.","Java, Communication, C++, Scrum",M.Tech,7,Job_214,Machine Learning Engineer,"Scrum, React, C++, Deep Learning, Leadership",0.52,Shortlisted
cv2202,"Experienced professional skilled in Python, Agile, Leadership, Scrum, React.","Python, Agile, Leadership, Scrum, React",B.Tech,1,Job_319,Project Manager,"Python, React, Node.js",0.44,Rejected
cv2203,"Experienced professional skilled in React, Machine Learning, SQL.","React, Machine Learning, SQL",M.Tech,12,Job_45,Data Scientist,"C++, Leadership",0.4,Rejected
cv2204,"Experienced professional skilled in Python, SQL, React, C++, Node.js, Scrum.","Python, SQL, React, C++, Node.js, Scrum",M.Sc,9,Job_306,Machine Learning Engineer,"SQL, React",0.96,Hired
cv2205,"Experienced professional skilled in Communication, Deep Learning, Agile.","Communication, Deep Learning, Agile",MBA,13,Job_302,Software Engineer,"Leadership, Deep Learning",0.7,Shortlisted
cv2206,"Experienced professional skilled in Leadership, Deep Learning, SQL, Communication, Project Management.","Leadership, Deep Learning, SQL, Communication, Project Management",B.Sc,3,Job_461,Software Engineer,"Machine Learning, Deep Learning, React, Communication, Project Management",0.48,Rejected
cv2207,"Experienced professional skilled in SQL, Python, Leadership, Communication, Machine Learning.","SQL, Python, Leadership, Communication, Machine Learning",B.Sc,2,Job_150,Backend Developer,"Deep Learning, Leadership, C++, Python, React",0.32,Rejected
cv2208,"Experienced professional skilled in Project Management, Scrum, Python, SQL, Deep Learning, Machine Learning.","Project Management, Scrum, Python, SQL, Deep Learning, Machine Learning",B.Tech,5,Job_291,Software Engineer,"Agile, SQL, C++, Python",0.5,Shortlisted
cv2209,"Experienced professional skilled in Leadership, C++, Python.","Leadership, C++, Python",M.Tech,12,Job_343,Frontend Developer,"React, Leadership",0.7,Shortlisted
cv2210,"Experienced professional skilled in Java, Machine Learning, Project Management, SQL.","Java, Machine Learning, Project Management, SQL",B.Sc,14,Job_234,Software Engineer,"Node.js, Leadership, Agile, Scrum",0.4,Rejected
cv2211,"Experienced professional skilled in Machine Learning, Scrum, Node.js, Project Management, Java, Python.","Machine Learning, Scrum, Node.js, Project Management, Java, Python",M.Tech,11,Job_115,Data Scientist,"Deep Learning, React",0.4,Rejected
cv2212,"Experienced professional skilled in Leadership, C++, Machine Learning, Java, React, Node.js.","Leadership, C++, Machine Learning, Java, React, Node.js",M.Sc,11,Job_237,Machine Learning Engineer,"Java, React, Python",0.8,Hired
cv2213,"Experienced professional skilled in Scrum, SQL, Python.","Scrum, SQL, Python",M.Tech,14,Job_411,Software Engineer,"Communication, Deep Learning, Python",0.6,Shortlisted
cv2214,"Experienced professional skilled in Java, Project Management, Scrum, Leadership, Machine Learning.","Java, Project Management, Scrum, Leadership, Machine Learning",B.Sc,8,Job_380,Data Scientist,"Leadership, Deep Learning",0.62,Shortlisted
cv2215,"Experienced professional skilled in SQL, Deep Learning, Java, Scrum, Machine Learning.","SQL, Deep Learning, Java, Scrum, Machine Learning",MBA,3,Job_320,Frontend Developer,"Machine Learning, Communication",0.42,Rejected
cv2216,"Experienced professional skilled in Leadership, Node.js, Scrum, C++.","Leadership, Node.js, Scrum, C++",MBA,1,Job_378,Project Manager,"Project Management, SQL, Python, Leadership, Machine Learning",0.16,Rejected
cv2217,"Experienced professional skilled in Leadership, React, Java, SQL, C++.","Leadership, React, Java, SQL, C++",B.Tech,2,Job_15,Project Manager,"React, SQL, Scrum, Node.js",0.38,Rejected
cv2218,"Experienced professional skilled in Leadership, Python, React.","Leadership, Python, React",MBA,5,Job_241,Backend Developer,"Java, Python, Machine Learning",0.4,Rejected
cv2219,"Experienced professional skilled in Deep Learning, React, Communication, Leadership, Project Management, Machine Learning.","Deep Learning, React, Communication, Leadership, Project Management, Machine Learning",M.Sc,8,Job_371,Machine Learning Engineer,"Leadership, React, Machine Learning, Scrum",0.77,Hired
cv2220,"Experienced professional skilled in Leadership, Project Management, Machine Learning, SQL.","Leadership, Project Management, Machine Learning, SQL",B.Sc,11,Job_358,Project Manager,"Project Management, SQL, Machine Learning, Communication, Node.js",0.76,Hired
cv2221,"Experienced professional skilled in Scrum, SQL, Machine Learning, React, Node.js, C++.","Scrum, SQL, Machine Learning, React, Node.js, C++",B.Tech,8,Job_408,Software Engineer,"Java, Deep Learning",0.32,Rejected
cv2222,"Experienced professional skilled in Project Management, Deep Learning, SQL.","Project Management, Deep Learning, SQL",M.Sc,1,Job_358,Machine Learning Engineer,"C++, Java, SQL, Leadership",0.19,Rejected
cv2223,"Experienced professional skilled in Scrum, Deep Learning, C++, Python, Node.js, React.","Scrum, Deep Learning, C++, Python, Node.js, React",B.Tech,9,Job_182,Data Scientist,"Agile, Python, Communication",0.56,Shortlisted
cv2224,"Experienced professional skilled in Node.js, Scrum, Project Management, Machine Learning, C++.","Node.js, Scrum, Project Management, Machine Learning, C++",MBA,4,Job_288,Machine Learning Engineer,"Leadership, React, Agile, Communication, Java",0.16,Rejected
cv2225,"Experienced professional skilled in Scrum, Leadership, Communication, Project Management, C++, Node.js.","Scrum, Leadership, Communication, Project Management, C++, Node.js",M.Tech,5,Job_457,Project Manager,"Agile, Python",0.2,Rejected
cv2226,"Experienced professional skilled in SQL, C++, Scrum, Agile, Deep Learning.","SQL, C++, Scrum, Agile, Deep Learning",M.Tech,1,Job_476,Project Manager,"Communication, Agile, Project Management",0.24,Rejected
cv2227,"Experienced professional skilled in Java, Leadership, C++, Machine Learning, Scrum, Communication.","Java, Leadership, C++, Machine Learning, Scrum, Communication",B.Sc,10,Job_214,Project Manager,"Java, Machine Learning, React",0.8,Hired
cv2228,"Experienced professional skilled in Python, C++, Project Management, Scrum, React.","Python, C++, Project Management, Scrum, React",B.Tech,7,Job_469,Project Manager,"Leadership, React, Node.js, Communication, Java",0.4,Rejected
cv2229,"Experienced professional skilled in Python, Communication, Leadership, C++.","Python, Communication, Leadership, C++",M.Sc,1,Job_213,Frontend Developer,"Java, Python",0.34,Rejected
cv2230,"Experienced professional skilled in React, Machine Learning, C++, Node.js, Python.","React, Machine Learning, C++, Node.js, Python",B.Sc,3,Job_270,Software Engineer,"Communication, Java, Deep Learning",0.12,Rejected
cv2231,"Experienced professional skilled in SQL, React, Communication, Deep Learning, Leadership.","SQL, React, Communication, Deep Learning, Leadership",M.Tech,12,Job_428,Frontend Developer,"Machine Learning, Project Management, Leadership, Deep Learning",0.7,Shortlisted
cv2232,"Experienced professional skilled in Communication, Project Management, Deep Learning, Machine Learning, Java.","Communication, Project Management, Deep Learning, Machine Learning, Java",B.Tech,10,Job_437,Data Scientist,"C++, Communication, SQL",0.6,Shortlisted
cv2233,"Experienced professional skilled in Scrum, Agile, Java, C++, Python.","Scrum, Agile, Java, C++, Python",M.Sc,8,Job_273,Software Engineer,"Agile, Java, Node.js, SQL",0.62,Shortlisted
cv2234,"Experienced professional skilled in Deep Learning, Python, Scrum, Node.js.","Deep Learning, Python, Scrum, Node.js",B.Sc,14,Job_289,Software Engineer,"Machine Learning, Java, Leadership, React, Deep Learning",0.52,Shortlisted
cv2235,"Experienced professional skilled in Communication, C++, Machine Learning, Project Management.","Communication, C++, Machine Learning, Project Management",M.Sc,4,Job_192,Backend Developer,"Java, Scrum",0.16,Rejected
cv2236,"Experienced professional skilled in Leadership, Scrum, Java, Node.js, Communication.","Leadership, Scrum, Java, Node.js, Communication",B.Tech,14,Job_69,Project Manager,"React, Machine Learning, Deep Learning",0.4,Rejected
cv2237,"Experienced professional skilled in React, Leadership, Project Management, Agile, SQL.","React, Leadership, Project Management, Agile, SQL",M.Tech,7,Job_489,Software Engineer,"C++, React, Agile",0.68,Shortlisted
cv2238,"Experienced professional skilled in Agile, Machine Learning, C++.","Agile, Machine Learning, C++",B.Tech,11,Job_141,Software Engineer,"Node.js, Machine Learning, Project Management, Communication, Leadership",0.52,Shortlisted
cv2239,"Experienced professional skilled in Machine Learning, Leadership, SQL, Java.","Machine Learning, Leadership, SQL, Java",B.Sc,1,Job_280,Software Engineer,"C++, Java, Python",0.24,Rejected
cv2240,"Experienced professional skilled in Node.js, Java, Python, SQL.","Node.js, Java, Python, SQL",MBA,3,Job_112,Software Engineer,"Machine Learning, Java, Python",0.52,Shortlisted
cv2241,"Experienced professional skilled in Python, Communication, Scrum, Deep Learning, SQL.","Python, Communication, Scrum, Deep Learning, SQL",M.Sc,14,Job_291,Project Manager,"Node.js, Java, C++, Project Management",0.4,Rejected
cv2242,"Experienced professional skilled in Python, Project Management, Agile, Leadership, C++.","Python, Project Management, Agile, Leadership, C++",M.Sc,2,Job_311,Data Scientist,"Node.js, SQL, Project Management",0.28,Rejected
cv2243,"Experienced professional skilled in Agile, Scrum, Python, Java, Deep Learning, Machine Learning.","Agile, Scrum, Python, Java, Deep Learning, Machine Learning",B.Sc,11,Job_413,Frontend Developer,"Scrum, Communication, Project Management, Python, React",0.64,Shortlisted
cv2244,"Experienced professional skilled in Leadership, Project Management, SQL, Agile, React, Scrum.","Leadership, Project Management, SQL, Agile, React, Scrum",MBA,5,Job_327,Machine Learning Engineer,"Deep Learning, Leadership, Agile, SQL",0.65,Shortlisted
cv2245,"Experienced professional skilled in C++, Machine Learning, Project Management, React, Node.js.","C++, Machine Learning, Project Management, React, Node.js",B.Sc,10,Job_179,Frontend Developer,"Leadership, React, Machine Learning",0.8,Hired
cv2246,"Experienced professional skilled in C++, Communication, Scrum.","C++, Communication, Scrum",B.Sc,7,Job_422,Machine Learning Engineer,"Scrum, Machine Learning",0.58,Shortlisted
cv2247,"Experienced professional skilled in Leadership, Communication, SQL, React, Node.js, Scrum.","Leadership, Communication, SQL, React, Node.js, Scrum",B.Sc,14,Job_332,Machine Learning Engineer,"React, Machine Learning, C++, SQL",0.7,Shortlisted
cv2248,"Experienced professional skilled in React, Deep Learning, Leadership, C++, Communication, Machine Learning.","React, Deep Learning, Leadership, C++, Communication, Machine Learning",MBA,7,Job_291,Software Engineer,"Communication, Node.js, Scrum, Java, Deep Learning",0.52,Shortlisted
cv2249,"Experienced professional skilled in Deep Learning, Python, Machine Learning, Agile.","Deep Learning, Python, Machine Learning, Agile",B.Sc,3,Job_461,Project Manager,"Machine Learning, C++",0.42,Rejected
cv2250,"Experienced professional skilled in Python, Machine Learning, Node.js, SQL.","Python, Machine Learning, Node.js, SQL",MBA,6,Job_184,Frontend Developer,"Node.js, Scrum, Deep Learning, Python",0.54,Shortlisted
cv2251,"Experienced professional skilled in C++, SQL, Python.","C++, SQL, Python",B.Tech,10,Job_498,Project Manager,"SQL, Java, Scrum, Communication, Node.js",0.52,Shortlisted
cv2252,"Experienced professional skilled in Agile, Machine Learning, Project Management, React, Java, Communication.","Agile, Machine Learning, Project Management, React, Java, Communication",B.Tech,6,Job_378,Data Scientist,"Communication, Deep Learning, Node.js, Agile",0.54,Shortlisted
cv2253,"Experienced professional skilled in Machine Learning, Agile, Leadership, SQL, React, Project Management.","Machine Learning, Agile, Leadership, SQL, React, Project Management",M.Sc,2,Job_402,Machine Learning Engineer,"Machine Learning, SQL",0.68,Shortlisted
cv2254,"Experienced professional skilled in React, C++, SQL, Leadership, Node.js.","React, C++, SQL, Leadership, Node.js",B.Sc,7,Job_124,Data Scientist,"React, Python, Java, Node.js, Communication",0.52,Shortlisted
